标题,UP主,播放数,弹幕数,评论数,时长,发布时间,BV号,链接,category
他们在马里亚纳海沟拍到的东西震惊了全世界，这真应该被人类所看到吗？,探索旅行号,2630115,3116,1474,11:15,1673323200,BV1c8411T7PQ,https://www.bilibili.com/video/BV1c8411T7PQ,科普
【毕导】看了这个视频，你会释怀你倒霉的一生,毕导,7273556,19424,12130,9:55,1722590700,BV1PE421w7jL,https://www.bilibili.com/video/BV1PE421w7jL,科普
【硬核科普】从零开始认识显卡,硬件茶谈,4534096,8904,4952,15:20,1714532400,BV1xE421j7Uv,https://www.bilibili.com/video/BV1xE421j7Uv,科普
1 小 时 宇 宙 知 识 助 你 入 眠：关于！宇宙10个不该存在的天体。,宇宙悖论C-PDX,196068,80,84,55:3,1749824700,BV1GoMVzcEAg,https://www.bilibili.com/video/BV1GoMVzcEAg,科普
现代社会宗教真的在减少吗？【思维实验室】,思维实验室,4438521,28226,12277,23:37,1700967600,BV1JG411i78i,https://www.bilibili.com/video/BV1JG411i78i,科普
【5折】费勇讲《了凡四训》：33堂立命法则课,费勇老师,755579,0,0,,0,,https://www.bilibili.com/video/,科普
解开多年疑惑！颠覆认知的视错觉，是如何骗过你的眼睛？,影视飓风,5380031,7973,1317,10:22,1659949464,BV1aa411o76R,https://www.bilibili.com/video/BV1aa411o76R,科普
毒害年轻人的错误认知有哪些？【围炉夜话·认知1】,智能路障,1085480,6454,2051,24:15,1740283851,BV1V3AmeQEEV,https://www.bilibili.com/video/BV1V3AmeQEEV,科普
深海巨物症：为什么深海中会出现巨型生物？,Alan阿伦说,2360768,8105,1758,20:29,1697079779,BV1Gj411x78C,https://www.bilibili.com/video/BV1Gj411x78C,科普
人类的性演化，为何我们进化出这么多快感？【进化论】,歌白说Geslook,1756272,6892,2832,17:58,1712916004,BV1Mt421E7Mt,https://www.bilibili.com/video/BV1Mt421E7Mt,科普
一口气讲完六大鱼油谣言｜99%的人都中招!!运动学博士的深度解析,北美运动学博士Bruce_PhD,2560571,3919,2162,16:30,1748578965,BV1Bh7JzyE8L,https://www.bilibili.com/video/BV1Bh7JzyE8L,科普
七政四余零基础入门到精通教学《大师班》,天文学七政四余,64342,0,0,,0,,https://www.bilibili.com/video/,科普
【传染病简史1】霍乱：屠戮过亿，将人活活吸干的蓝死病,医学科普联盟,10036842,55195,5230,14:31,1668225300,BV1Yv4y1S713,https://www.bilibili.com/video/BV1Yv4y1S713,科普
一次看完地球46亿年生命演化史，从地球诞生到人类文明，献给每一位存在过的生灵！,科学探索飞船,8786466,4569,1824,20:28,1714642200,BV1hw4m117c1,https://www.bilibili.com/video/BV1hw4m117c1,科普
极度舒适！拿来救命的药，原来是这样在身体里释放的,亿点点不一样,15914324,44109,9741,14:49,1641463217,BV1bF411q7ue,https://www.bilibili.com/video/BV1bF411q7ue,科普
人类历史上极度烧脑的七大悖论。,宇宙-探索,135427,435,357,29:53,1706944397,BV1b2421w7V8,https://www.bilibili.com/video/BV1b2421w7V8,科普
同类相食的天罚，为什么人不能吃人？【为什么历史39】,太阳星sunstar,5905228,8377,6413,9:38,1667038500,BV1E8411Y7gM,https://www.bilibili.com/video/BV1E8411Y7gM,科普
你的大脑，有多少bug？为何高智商也总做蠢事？【进化论】,歌白说Geslook,438887,2606,375,22:42,1707127050,BV1Fv42127hL,https://www.bilibili.com/video/BV1Fv42127hL,科普
那一天，人类炸毁了细菌的&quot;蛋白质合成工厂&quot;……【抗生素的故事⑱:杀菌机制之炸毁核糖体】,白银葡萄球菌,172942,918,492,15:8,1749368138,BV1gjTDzFE4U,https://www.bilibili.com/video/BV1gjTDzFE4U,科普
恐龙之前的地球到底有多恐怖？,路克纪录,3835347,11927,5338,23:33,1705582843,BV16e41117zi,https://www.bilibili.com/video/BV16e41117zi,科普
吵翻天了！七色光竟然不是红橙黄绿青蓝紫？？,毕的二阶导,226492,996,1155,2:33,1750131600,BV1RmMezoEj7,https://www.bilibili.com/video/BV1RmMezoEj7,科普
那一天，人类炸毁了细菌的&quot;蛋白质合成工厂&quot;……【抗生素的故事⑱:杀菌机制之炸毁核糖体】,白银葡萄球菌,172942,918,492,15:8,1749368138,BV1gjTDzFE4U,https://www.bilibili.com/video/BV1gjTDzFE4U,科普
恐龙之前的地球到底有多恐怖？,路克纪录,3835347,11927,5338,23:33,1705582843,BV16e41117zi,https://www.bilibili.com/video/BV16e41117zi,科普
多少都有点吧，那被歧视的根本原因是什么？【思维实验室】37期,思维实验室,7199449,80351,27868,18:3,1596268855,BV1Gi4y1G7RM,https://www.bilibili.com/video/BV1Gi4y1G7RM,科普
【医学博士】为什么你越来越不行了？I 如何提高身体素质？,兔叭咯,4642024,7398,2914,8:17,1665833415,BV1vG4y1p7sH,https://www.bilibili.com/video/BV1vG4y1p7sH,科普
【基德】为什么那么多科学家都相信鬼？,吟游诗人基德,2347818,21025,7713,16:44,1634623151,BV1tq4y1G7Kg,https://www.bilibili.com/video/BV1tq4y1G7Kg,科普
一个视频了解免疫系统 | 你的身体，是宇宙最大图书馆！【歌白】,歌白说Geslook,1100037,4127,1608,25:26,1692688366,BV1Jr4y1o7Mg,https://www.bilibili.com/video/BV1Jr4y1o7Mg,科普
伊朗变得越来越抽象,燕三嘤嘤嘤,2379107,9152,3951,21:5,1750067542,BV14KMqzpEgv,https://www.bilibili.com/video/BV14KMqzpEgv,科普
（1080P+）《趣味科普》【全4集】,qiqi011015,281670,447,74,170:59,1642557514,BV1Cb4y1J7vw,https://www.bilibili.com/video/BV1Cb4y1J7vw,科普
【毕导】这可能是世界上唯一科普这种皱纹的视频……？,毕导,3020709,11045,2884,16:25,1702893192,BV1Fj411H7Xi,https://www.bilibili.com/video/BV1Fj411H7Xi,科普
致癌物如何致癌？每个人都值得一篇癌症科普,神奇菌汤锅,1322762,5812,1232,23:35,1709553600,BV1Tu4m1371J,https://www.bilibili.com/video/BV1Tu4m1371J,科普
全球真的只有80亿人口？这个数字又是怎么得来的？【差评君】,差评君,925407,1163,2316,12:42,1749899700,BV1ZUMBzkEki,https://www.bilibili.com/video/BV1ZUMBzkEki,科普
【老奇】人类最恐怖疾病史：四千年了，我们还能战胜癌症吗？,老奇好好奇,2440570,11005,5456,30:37,1682326800,BV1xs4y197en,https://www.bilibili.com/video/BV1xs4y197en,科普
从容养育·父母成长课堂,柳智宇的分享,0,0,0,,0,,https://www.bilibili.com/video/,科普
血糖经济逆袭，有哪些黄金赛道？老年人糖尿病进入爆发期，年轻人控糖、戒糖、代糖【深度报告】,投研部杨摸鱼,60454,158,97,16:1,1749816000,BV1QbMgzQEEu,https://www.bilibili.com/video/BV1QbMgzQEEu,科普
罂粟、吗啡，海洛因：为什么止痛药和毒品总是一线之隔？| 阿片类药物,医学边界,1601666,4105,3947,16:1,1742382900,BV1kYQRY8Evm,https://www.bilibili.com/video/BV1kYQRY8Evm,科普
90后第一次割包皮却被老板和同事围观？,亿点点不一样,5239292,51761,21549,11:1,1724144400,BV1RE4m1R7Pm,https://www.bilibili.com/video/BV1RE4m1R7Pm,科普
CCTV9 暑假必看纪录片 《我的牛顿教练》【全6集】1080P,纪录片典藏,3329646,80825,951,274:52,1658379627,BV1qB4y187u2,https://www.bilibili.com/video/BV1qB4y187u2,科普
只吃素你会变成什么样?,鹿哥Gustav,1134498,7403,8717,20:27,1745582400,BV13cLtznE6E,https://www.bilibili.com/video/BV13cLtznE6E,科普
《宇宙知识助你入眠》关于！人类何时能穿越时空？,宇宙悖论C-PDX,2341135,63,70,44:52,1745072700,BV1e35EzZEtf,https://www.bilibili.com/video/BV1e35EzZEtf,科普
教科书上的地理常识，是如何误导你的！,蜀霞客,1702519,3059,3952,10:52,1739962429,BV19YAzeeEXi,https://www.bilibili.com/video/BV19YAzeeEXi,科普
《宇宙知识助你入眠》：关于！曲速与时间，白洞及封闭类时曲线。,宇宙悖论C-PDX,92193,24,111,43:49,1745159100,BV16j5bzNE6W,https://www.bilibili.com/video/BV16j5bzNE6W,科普
北大才子邵鑫精讲《古文观止》,帆书APP-原樊登读书,272949,0,0,,0,,https://www.bilibili.com/video/,科普
夏季蛇虫出没高峰期，已出现多起咬伤事故，一定要提醒家人加强防蛇意识！,户外蛇哥科普,56405,156,187,7:29,1749981600,BV1qsMxz6ExC,https://www.bilibili.com/video/BV1qsMxz6ExC,科普
【传染病简史10】淋病：尿道流脓，每年感染超八千万人的性病之王！,医学科普联盟,4424295,7685,3583,14:14,1744429200,BV1JPdQYtEDB,https://www.bilibili.com/video/BV1JPdQYtEDB,科普
索马里是一个怎样的国家，又为何会滋生海盗,地理科普视界,410,0,0,4:33,1750161601,BV1EfNqzKE1n,https://www.bilibili.com/video/BV1EfNqzKE1n,科普
【食录】为什么西餐里的牛排都是半生不熟的？,赛博食录,3132919,15427,11302,8:37,1740646653,BV1q19cYzEt4,https://www.bilibili.com/video/BV1q19cYzEt4,科普
【Kur科普】为什么不能除以0（中英字幕）,芝士科普,1780,2,7,14:33,1749961740,BV1BYTdzXEFB,https://www.bilibili.com/video/BV1BYTdzXEFB,科普
数字八卦七星绝学--大师班,鼎丰说易,0,0,0,,0,,https://www.bilibili.com/video/,科普
死亡不是终点？物理学中最疯狂的理论！,宇宙探索星舰,106,0,1,27:30,1750165200,BV1ZTMBz6EFS,https://www.bilibili.com/video/BV1ZTMBz6EFS,科普
糖尿病：截肢失明透析 数亿国人体内的定时炸弹,医学科普联盟,3584448,4971,4490,13:23,1717818000,BV1nb421H7BZ,https://www.bilibili.com/video/BV1nb421H7BZ,科普
核辐射：最痛苦的死亡方式，目睹身体慢慢融化（上集）,神奇菌汤锅,1281633,9467,1299,26:14,1722394800,BV1Cw4m1r7zy,https://www.bilibili.com/video/BV1Cw4m1r7zy,科普
胡思乱想，精神内耗，越努力却越焦虑？如何科学应对焦虑症？【精神病系列02】,医学科普联盟,671130,2856,2087,14:47,1743219900,BV1M1ooYZE3E,https://www.bilibili.com/video/BV1M1ooYZE3E,科普
恐龙穿越时空1.6亿年，它是如何走向巅峰的，又是如何走向灭绝的？,路克纪录,572699,1557,480,16:52,1706000100,BV1Ba4y1k7kh,https://www.bilibili.com/video/BV1Ba4y1k7kh,科普
王德峰哲学课：《六祖坛经》与禅宗修行,王德峰,3350512,0,0,,0,,https://www.bilibili.com/video/,科普
地底深处有什么？人类至今挖了12000多米，然而却只是冰山一角,宇宙深度揭秘-,36078,146,53,22:38,1745620136,BV145LXzmEXm,https://www.bilibili.com/video/BV145LXzmEXm,科普
为什么中国用筷子，西方用叉子？,赛博食录,1083780,5239,2852,13:20,1749202061,BV1DBTKzKEvS,https://www.bilibili.com/video/BV1DBTKzKEvS,科普
物理学为什么会停滞100年_ 到底是哪里出现了问题,万能揭秘-,62946,211,288,13:42,1749632494,BV1VKMnzEEsN,https://www.bilibili.com/video/BV1VKMnzEEsN,科普
宇宙70%是暗能量，大脑70%是水，宇宙可能是一个大脑？,宇宙揭秘L,1174,6,3,9:37,1749982130,BV15LMbz5ECt,https://www.bilibili.com/video/BV15LMbz5ECt,科普
【Kur科普】世界上第一个地铁系统的建造方式（中英字幕）,芝士科普,1355,1,0,14:54,1750048140,BV1qYTdzXEQc,https://www.bilibili.com/video/BV1qYTdzXEQc,科普
【热销5折】聂辉华教授：基层中国的运行逻辑,聂辉华教授,5964573,0,0,,0,,https://www.bilibili.com/video/,科普
一口气看完，从一颗细胞到恐龙再到人类，地球40亿年生命进化史,生物科普频道i,127256,429,259,49:56,1749216845,BV1CdTMzaEST,https://www.bilibili.com/video/BV1CdTMzaEST,科普
为什么医院不再轻易给你输液了？风险无异于小型手术？【人类打针史】,医学边界,700071,1909,2043,14:54,1748608200,BV1uV7WzCEHF,https://www.bilibili.com/video/BV1uV7WzCEHF,科普
宇宙有没有中心，宇宙大爆炸起源于何处？,异星探索,40760,56,127,30:1,1749476047,BV1MDTvzDEkM,https://www.bilibili.com/video/BV1MDTvzDEkM,科普
美国：芯片、科技、发动机统统管制！东大：稀土。美国：适才相戏耳……,解密狗,313121,1365,834,15:32,1749693600,BV11PMHzzEj9,https://www.bilibili.com/video/BV11PMHzzEj9,科普
【热销5折】聂辉华教授：基层中国的运行逻辑,聂辉华教授,5964573,0,0,,0,,https://www.bilibili.com/video/,科普
细菌体内藏了纳米引擎？！如此精密的分子马达,YouTube健康频道,549,0,0,29:37,1750082647,BV1quNbzqEca,https://www.bilibili.com/video/BV1quNbzqEca,科普
为什么说氧气其实是毒气？我们只是适应毒气的人类【氧化灾变】,歌白说Geslook,806907,1838,1111,13:36,1748091659,BV1vwjbzaEdN,https://www.bilibili.com/video/BV1vwjbzaEdN,科普
为什么除了中国，很少有国家吃笋呢？,赛博食录,4642280,11681,13776,11:49,1744776000,BV1tHdoYnEGm,https://www.bilibili.com/video/BV1tHdoYnEGm,科普
【Kur科普】世界上第一个地铁系统的建造方式（中英字幕）,芝士科普,1355,1,0,14:54,1750048140,BV1qYTdzXEQc,https://www.bilibili.com/video/BV1qYTdzXEQc,科普
世上有几人能活到这短片结束？,尽整没用的,36732068,677289,54648,29:22,1557476507,BV1z4411Y7tX,https://www.bilibili.com/video/BV1z4411Y7tX,科普
戴建业精讲世说新语,戴建业老师,4728646,0,0,,0,,https://www.bilibili.com/video/,科普
【Kurzgesagt】第217期：辐射后的食肉螺旋蝇正保护着你！How Nuclear Flies Protect You from Flesh-Eating,Mr_Independent,20429,48,89,34:0,1749783284,BV1XsMMz2EVC,https://www.bilibili.com/video/BV1XsMMz2EVC,科普
蛇的七寸在哪个位置，蛇是变温动物还是冷血动物？,户外蛇哥科普,98057,285,167,5:3,1749808800,BV15HMgztE2b,https://www.bilibili.com/video/BV15HMgztE2b,科普
索马里是一个怎样的国家，又为何会滋生海盗,地理科普视界,410,0,0,4:33,1750161601,BV1EfNqzKE1n,https://www.bilibili.com/video/BV1EfNqzKE1n,科普
【食录】为什么韩国人如此热衷于喝冰美式？,赛博食录,4455075,16110,13309,13:4,1732182300,BV1gkUUYJEHG,https://www.bilibili.com/video/BV1gkUUYJEHG,科普
全球血库告急，美国卖血成瘾！你的血液到底有多重要？可能是b站最详细的血液科普,医学边界,512959,730,1520,16:53,1709987400,BV1Kx4y1Q7TG,https://www.bilibili.com/video/BV1Kx4y1Q7TG,科普
【上新5折】费勇讲禅与心智：教你摆脱情绪的牢笼,费勇老师,487572,0,0,,0,,https://www.bilibili.com/video/,科普
过目不忘的代价有多可怕？人类为什么会遗忘？【思维实验室】,思维实验室,1927324,9986,3303,21:1,1659263700,BV1jG4y1v7cZ,https://www.bilibili.com/video/BV1jG4y1v7cZ,科普
全330集【生活中的化学】儿童科普动画 每天一集轻松涨知识 孩子们最感兴趣的化学小知识,幼小初高学习课堂,21,0,0,80:27,1750168500,BV1ufNiz7Eq6,https://www.bilibili.com/video/BV1ufNiz7Eq6,科普
【硬件科普】激光电视亮度突破1000nit有多难？,硬件茶谈,563343,872,259,13:24,1749547800,BV1X7TCzLEt9,https://www.bilibili.com/video/BV1X7TCzLEt9,科普
蜂鸟的速度为什么那么快？看起来一帧一帧的？,李论科学,144432,183,226,3:5,1749820743,BV1XjMBzeEbN,https://www.bilibili.com/video/BV1XjMBzeEbN,科普
【进化的背后】1：我们从来没有进化过！这不是反常识，这是重新启动真相！,不科学问题,155263,828,1371,30:22,1747450512,BV1NsEazwEGF,https://www.bilibili.com/video/BV1NsEazwEGF,科普
王受之教授：世界现代设计通识课,王受之,2838987,0,0,,0,,https://www.bilibili.com/video/,科普
全球血库告急，美国卖血成瘾！你的血液到底有多重要？可能是b站最详细的血液科普,医学边界,512959,730,1520,16:53,1709987400,BV1Kx4y1Q7TG,https://www.bilibili.com/video/BV1Kx4y1Q7TG,科普
生命的诞生是偶然巧合，还是被神秘力量精心编织？,好奇探长_助眠版,1051,0,2,13:16,1750074505,BV18wN8zwEU4,https://www.bilibili.com/video/BV18wN8zwEU4,科普
细菌体内藏了纳米引擎？！如此精密的分子马达,YouTube健康频道,549,0,0,29:37,1750082647,BV1quNbzqEca,https://www.bilibili.com/video/BV1quNbzqEca,科普
肉毒：1克能杀死150万人！从最强毒素到美容神药？【人类下毒史10】,医学边界,171387,352,219,14:26,1749467700,BV1VqTYzQE2N,https://www.bilibili.com/video/BV1VqTYzQE2N,科普
现在的一切，早在138亿年前安排好了！？,有一问,6545,12,34,13:31,1749942797,BV1TKMxz9E4o,https://www.bilibili.com/video/BV1TKMxz9E4o,科普
谢鸿飞：《公司法》股权/股份转让新规及其实务操作,智元法律课堂,0,0,0,,0,,https://www.bilibili.com/video/,科普
来场沉浸式下潜！地球万米深渊，探秘最深处的黑暗与未知。,ZUS灼视,977053,2087,503,18:30,1741869188,BV1gNQNYiE8f,https://www.bilibili.com/video/BV1gNQNYiE8f,科普
我们可能会在6年后发现外星生命--木卫二（Europa）｜《太阳系卫星》第二集,司文的不思議世界,188963,736,538,18:21,1749818014,BV1F1MBz1ELp,https://www.bilibili.com/video/BV1F1MBz1ELp,科普
7月5日的真相：太平洋中发现上千个海底孔洞，或预示着一场全球性的超级灾变？ |自说自话的总裁,自说自话的总裁,1218171,4954,3921,34:59,1747022400,BV1MgEjzxEfv,https://www.bilibili.com/video/BV1MgEjzxEfv,科普
人生本来就没有任何意义！自私的基因，颠覆你对生命的认知【思维实验室】第十一期,思维实验室,3040885,18781,7419,14:35,1555641301,BV1ub411L7TY,https://www.bilibili.com/video/BV1ub411L7TY,科普
为什么肾脏在黑市上最受欢迎 ？肾脏的结构、功能和相关疾病【器官科普】,医学边界,1898640,1918,1941,13:15,1693570062,BV1qG411d7iY,https://www.bilibili.com/video/BV1qG411d7iY,科普
【限时特惠】李筠教授的政治学通识课,李筠教授,10783091,0,0,,0,,https://www.bilibili.com/video/,科普
全330集【生活中的化学】儿童科普动画 每天一集轻松涨知识 孩子们最感兴趣的化学小知识,幼小初高学习课堂,21,0,0,80:27,1750168500,BV1ufNiz7Eq6,https://www.bilibili.com/video/BV1ufNiz7Eq6,科普
线粒体如何成为超级生物电池？又要如何通过它来找到人类祖源？硬核科普!,微基因の人类观察社,644338,498,570,5:3,1709394306,BV12y421i75q,https://www.bilibili.com/video/BV12y421i75q,科普
物理学第一定律，可能并不是你想象的那么简单！,科学认识论,6939,24,31,5:56,1750158000,BV1e9MizhEMJ,https://www.bilibili.com/video/BV1e9MizhEMJ,科普
时间不存在吗？或者说，我们活在虚拟世界吗？我们能回到过去吗？【时间旅行系列终结篇】,新石器公园,1033992,3658,2791,25:55,1731760363,BV1UwUvYuE7x,https://www.bilibili.com/video/BV1UwUvYuE7x,科普
那些奇怪的杂交动物,总在深夜-,84083,391,205,10:56,1749988905,BV1DNMtzwEP5,https://www.bilibili.com/video/BV1DNMtzwEP5,科普
中国美院张伟平教授名家画法临摹课·倪瓒画法,永福国画讲堂,0,0,0,,0,,https://www.bilibili.com/video/,科普
